star_01,star_02,star_03,area,moment
44816,51576,48002,0.020108997405813567,0.0001717138484681338
78384,85792,82545,0.020109852260295186,0.00011703480494582318
82396,90185,92041,0.02011102103017946,0.0001873766534420473
60260,63613,68702,0.020111061448004484,7.812129928746155e-05
75264,78265,80763,0.020112176793895407,0.00016124895176234457
28328,32607,31685,0.020112271720016412,0.00013863280466492142
86974,87808,93194,0.020112613469812336,9.298267546720807e-05
32607,32768,41037,0.02011270769302783,8.744325182992002e-05
73334,76297,78820,0.02011359340778357,0.00020744501391206703
56561,63613,59196,0.020114709892045852,0.0001317033303867706
98110,102488,99848,0.020116049262394298,8.491551025719969e-05
73273,76333,76600,0.020116298478057786,0.00022339107904682744
80816,83000,86032,0.020117848741917174,0.00010190473885010324
82363,86929,82545,0.0201180612069714,0.00021659006736272064
26634,35264,31685,0.02011974807350685,0.000118988037434618
97278,97804,101958,0.0201208195871589,0.00010968539021195786
24674,27366,27989,0.020121299449844282,0.00010982080559801462
32759,39953,33152,0.020122623733317243,0.00021449534526105592
77070,81377,77233,0.02012372725643411,0.00023070349826919128
13268,14354,17448,0.02012479346182527,0.0001761624451037837
2920,9640,4427,0.020125517468141233,0.00014076045145952385
5165,114421,9007,0.020126133911084063,0.000212059261996182
18724,18907,25336,0.020127531302319715,0.00015647776309711043
23685,23875,26549,0.020128850240684417,0.00013849834179711164
100345,105881,107556,0.020128879972450824,0.00013391125380900247
35228,45101,42536,0.02012969866930263,0.00010196357684195417
29655,36046,33018,0.02013030585188215,9.698609773263084e-05
61585,69996,68245,0.020131254084247378,0.00026216614555371457
17358,18532,25428,0.020132241660746397,0.00021694181607347736
39429,41037,45556,0.020132346297364007,0.0001588666430638481
20042,27072,27288,0.020134096501984045,0.00022018873932619246
26207,26727,29655,0.020134189758547038,0.0001780922403364335
43109,45336,51624,0.02013430807544108,0.00019994884832535005
82514,85792,90422,0.02013500119307709,0.00011203116719557631
18724,24674,22449,0.020135477484159493,0.00019404994024362334
18246,25428,26451,0.02013868474675729,0.00018741691684393875
52419,52727,61199,0.020138739353296926,0.00017493513273027133
9347,14879,15474,0.020139205196027972,0.00012265514359483182
26727,32349,28103,0.02014076677882728,0.00013139940207632575
746,112724,116727,0.02014080460960183,0.00010545387469963531
85792,85927,90185,0.020141409492354784,0.0001029153705592815
48455,50583,53229,0.02014204728082909,9.76656344636758e-05
28380,35550,37740,0.020143894309990164,0.00020710905982956507
26634,30438,31685,0.020145611885477945,0.00012106713377353555
677,8796,9884,0.020146549717560875,0.00021854898829917516
66249,71957,72220,0.0201471206683033,0.00011849515940963631
18724,25281,20205,0.0201481613743175,0.00021263321369566782
23685,24674,27288,0.020148334237517843,8.797983725131788e-05
99848,109492,105199,0.020149760415371126,0.00012881180224990724
82545,85792,90422,0.020151273130740128,0.00011164702310516433
86742,88771,86974,0.02015213594306282,0.00016031233947029822
84379,91262,92420,0.020152739672566818,0.00017353653411762932
17847,20205,26207,0.020153701796868262,0.00022285917466242705
36377,43783,41312,0.020154348722478843,0.00018325430135472602
62434,68245,71352,0.020156984252364424,0.00017767019210023394
78265,87261,82545,0.020157810560429368,0.0001804138485889133
74666,76267,79992,0.020158385740352256,0.00014246044266632505
38827,41312,43023,0.020158499154182122,0.00011993878529812052
7607,10064,8886,0.020159246770258245,0.0002148602540305172
48774,50099,52727,0.020160717925037437,0.0001299897496991497
50954,54463,59449,0.020161732134775578,0.000161438054228865
35264,42913,35904,0.020162718006587865,0.00024329524950005932
17702,18614,23767,0.020162813534322793,0.0001537278773784946
17573,18907,20455,0.02016403962431394,0.00010735219735539376
34481,38827,43023,0.020165655310511,0.00019942117795641436
25985,32349,33152,0.020165773970568086,0.00012868163299034475
25859,30277,27072,0.02016578660465681,8.180675117713002e-05
30324,37819,32349,0.020168276399942498,0.00023188951471568426
85267,86670,89931,0.020168414888699374,0.00021127592343610474
17573,22797,20889,0.020172074100349643,0.0002016358921843697
23875,27366,25336,0.020172408759925205,9.448876533760606e-05
47854,52727,50191,0.020173012388777552,0.00012888204336221047
18724,23875,20205,0.02017324796057543,0.00020013729640619066
26241,27654,27989,0.020174366964321205,0.00020872713674876408
82729,87261,89341,0.020175847669332177,0.0001940812420517214
84380,86974,85670,0.020177245080138257,0.00016653706840105215
74666,77622,78072,0.02017788513740923,0.00023883325134005194
27654,37819,33856,0.020179561460145025,0.00023247362293186418
74376,78384,78401,0.02017965236911889,0.0002028155623766542
82396,88635,82729,0.020180069838268443,0.00011534564122304154
78933,85696,82545,0.020180278983078975,0.0001794400176093115
84345,86974,92420,0.020180879413410985,0.00021503364881395135
24305,24674,29651,0.02018224973480614,0.00010518337019125155
80763,85927,90185,0.02018226124544454,0.00018227424419882377
83000,86032,86974,0.02018360854913315,0.0001353426514005561
23875,25606,26549,0.020184012807154296,0.00011395116731645933
88048,93683,91117,0.02018584928590316,0.00011970362230404974
17702,18724,22797,0.020187062781822217,0.0001938972150084982
21444,25930,22449,0.020187067239954774,8.231790563646436e-05
59196,61084,65109,0.020188559603191887,0.00015194677581734792
78072,79593,80170,0.020189839424900498,0.0001636500882695822
48774,50099,54463,0.020191046640011846,8.731164477126082e-05
30438,35264,33856,0.020191150516003523,0.00018321776750468107
17702,20205,26207,0.020193598996880165,0.00022795688094859342
100345,105881,102618,0.020193871934333182,0.00010595966071696034
53253,61585,62434,0.020194716765683428,8.999199210248615e-05
13209,14354,18614,0.020194721911011695,9.434414790696733e-05
102618,106278,104987,0.02019770077364771,9.057597590654143e-05
84970,90185,90496,0.020197703015383796,9.732955362122199e-05
82396,87073,88635,0.0201992009015631,9.203578957861651e-05
62434,69996,67464,0.020199380010465263,0.00014104719403389563
73714,77634,78401,0.020199963999833807,8.015642842742092e-05
35264,42515,37677,0.020201062077713845,9.544047240426522e-05
61585,68702,68282,0.020201449047838296,0.0001857654107612271
68933,71908,71352,0.020202513585733068,0.0002406665293859092
60260,61932,67472,0.0202030170224686,0.00013915438564865776
73807,74946,76297,0.02020332222630982,0.00021807911015172155
677,8832,9884,0.020203552673179276,0.00024036147353536568
51232,52727,59747,0.02020709877078003,9.127500499468188e-05
50191,51576,56561,0.020208686361797477,0.0001727569414833991
44816,45238,50099,0.020210220496582245,0.0002510542026139162
24305,26634,27654,0.020211544384365197,0.0001088350319144324
25606,25930,28103,0.020213529528812373,0.0001249844112244986
43023,48774,46651,0.020213747345704053,8.742822132776957e-05
82396,87261,84970,0.020214187684328987,7.981648446956404e-05
90139,92420,95947,0.020214350757403788,9.231482835755381e-05
76600,85696,86228,0.020214804195153434,0.0002296209188048337
13209,16083,18907,0.020216226731657252,0.0002077086853677735
61622,68002,68933,0.020217701618072945,0.0001199662157613215
41312,46701,44816,0.020217703721612596,0.00015057615689345992
71860,76297,78401,0.020218018935916526,0.00022899969982877487
27628,28328,33977,0.02021805234487961,0.00016423325710704741
60260,61932,67464,0.020219525534850354,0.00014647400547825032
3419,5165,6867,0.02021958918725715,0.0002692483665487732
31592,36377,38414,0.020221233763316304,0.0002423195143960533
27654,31592,35904,0.02022147737330073,0.00014285399911502386
21444,26311,27366,0.02022257629637753,0.00011261560562882775
87808,90139,91262,0.020222598281442693,0.00010858022326020613
21594,27288,30867,0.02022384767048911,0.00020789060064833987
38170,42515,42570,0.020225409329015735,0.0001586893192937346
37677,37819,44816,0.020225422012594176,0.00014377896909444345
27654,31592,30867,0.0202269385997604,9.245893745458401e-05
18724,21421,25336,0.020228257181225194,0.00013703603347772997
42913,51576,50099,0.020228624855261588,0.00011047324600499571
39429,44511,45556,0.020231008081145883,0.0001402829700516058
71957,76470,78265,0.020231089064468286,0.00024263678568346917
74785,78104,78820,0.020231121451292133,0.0001387825335478881
48774,56561,52727,0.020232203347862018,9.293584635735494e-05
76333,76470,80112,0.020232963512902474,8.734159191675308e-05
92855,95347,101772,0.020234970586593768,0.0002197683277420675
47908,54872,49583,0.020235378483567157,0.00013000719721197555
27673,36046,28360,0.020237170168794085,0.00019159807826756055
1562,113136,114341,0.020237359148802418,0.00016161252908487793
48319,54539,57399,0.0202377746533413,0.00013830259466149632
17378,25930,18543,0.020238178863863438,0.0002627619273199084
82363,86670,89642,0.02023824940460076,0.00020636482729553
41704,44248,46853,0.020238456787528915,0.00011290495376378349
15900,18724,22797,0.0202386855414031,0.00015321535090151808
17448,17847,23453,0.02024025142947831,0.0001547881420491075
26207,26549,29655,0.020240308071228157,0.0001883571628417166
80763,89642,88635,0.020240623662749486,0.00019281997282578206
81266,88714,87073,0.020241777904206323,0.00021002121679565393
27321,30277,33856,0.020242877033359148,0.00020020625331888147
43783,48002,51986,0.020243513285010145,0.00012740625281541925
21594,24674,22797,0.020244119673373952,9.637354694049625e-05
62434,68702,69996,0.020244567546744398,0.00011399692256862853
78384,81266,78820,0.020246058700218804,0.00010637598287357558
90496,93805,92855,0.02024820613310528,0.00017098597970034046
71352,75141,78401,0.020249690031235286,0.0001964865226439584
23767,30343,32246,0.020250341132896282,0.0002200099148321495
90422,95347,93506,0.020250727283034013,9.823470073592093e-05
90185,95241,93506,0.020252109917465434,9.245177193817755e-05
81377,88048,89962,0.020253742823773076,0.00020444781367802672
93805,99473,98036,0.02025481799592871,0.00010656466465741403
765,6867,9007,0.020254889091355362,0.00010765551830616212
25281,27288,29651,0.02025603847049586,8.155070429477317e-05
88771,93805,89962,0.0202599640145701,0.00012261001446601142
23685,26634,27321,0.02026017334876984,0.00023154085721479909
13701,16083,18724,0.02026110818598247,0.00020160210215863135
19747,27321,20042,0.020265828779816506,0.00016329072306049046
86742,90139,88794,0.020266420301034312,0.00018136359980061516
30438,35264,33579,0.020267119012597593,0.0001718934155135987
61932,62434,68002,0.02026826257608685,8.925294164799986e-05
77516,78401,79882,0.02026864721036149,0.00013062845793244658
47854,50954,56561,0.02026917294714368,7.922238677970213e-05
5165,7083,9347,0.02026927505011138,0.0002719063370635699
36377,41312,39953,0.020269491774201596,0.00017048221776295623
89642,95168,90496,0.02027139259097911,0.0001532210254209655
24436,27288,25336,0.02027148280330397,0.00013649799275640152
50954,54463,59747,0.020271612447245572,0.00011247060723038803
12706,16083,17702,0.020272264478989683,0.0001805680119424389
9640,14354,17358,0.020272399162559483,0.00010332948965899818
72622,75177,78384,0.020272662188097108,0.00021111398658379586
59449,60718,66657,0.02027354796020372,8.179059992684198e-05
62322,62434,69996,0.020276384334983612,0.00018114363607349402
3179,6686,116727,0.02027649971481858,0.00015276555838472514
25859,35264,28328,0.020279893275054764,0.00013489858785994426
5348,9236,114996,0.02027991142398379,0.00012363092844766606
42515,43783,46701,0.020280790892148366,0.00020773911578093817
59747,60823,68245,0.0202809284368377,0.00015565941158752274
80763,86670,84143,0.020285967048446672,0.00013615874075693503
24305,24436,30324,0.020286002052694308,0.00012174624771236147
66657,72370,71908,0.020287217576094956,0.00018305092293551266
36377,44511,45941,0.020288951644816478,0.0001411385930000799
27288,32349,29651,0.020288956395258843,8.263500940278047e-05
17573,18724,22797,0.020289222400906234,0.00020035635641000508
87108,90139,88794,0.02028945265671852,0.00020338824238719193
67464,71683,71860,0.020289721598695448,0.00012349167231430851
64962,68895,65474,0.02029030889369318,0.00010395902069542057
39429,44511,45080,0.020290655976573868,0.0001336023447945945
45941,48002,50191,0.020291672326165848,0.0001517316184487687
17378,26311,18543,0.020292325308910987,0.0002743858111029852
85696,89642,93085,0.02029334064995251,0.00017392965357762737
22797,25281,27072,0.020293867107024226,0.00021567209928266228
80763,87261,82514,0.020294210936339627,0.00011806222205184293
22549,25336,29655,0.020294776876688552,0.00019814059566783247
27366,32759,27654,0.020297577813288083,0.00019619065509273546
67464,71681,71860,0.020298394056469223,0.00012358147706872748
45941,51576,52727,0.02030179435315345,8.201180774648131e-05
28328,31685,33152,0.02030303950940418,0.00015273495942800345
56561,61199,60823,0.020303222318582947,0.00013692880695678652
20894,26727,22797,0.02030343901789091,0.00017129851203482956
32768,35264,33152,0.020303509843568674,0.0001859298725911685
3092,9884,5447,0.020304384375138814,0.00013623322734009055
37819,44511,46701,0.02030463315006316,0.00018233183920386594
14354,17499,18614,0.02030468549252079,9.512374395390411e-05
85927,86929,88714,0.020305767883502725,0.0002018050559758864
89931,95241,93506,0.020307300115180362,0.0001146440479200705
82729,90422,87261,0.020309387006483277,9.465313507766924e-05
23685,26634,24436,0.020309639278652224,0.00018683092628249116
67472,71352,68895,0.020312975274132374,0.00010387209062344824
87108,91117,88771,0.020313204364021672,0.00011850276256113121
13268,14354,17529,0.020314672285929484,0.00010631783092023761
38827,39429,45080,0.020314743534077428,0.000133788881621373
75141,78384,78820,0.020314813116487872,0.0001582541763235441
17499,22797,21421,0.020314857029950523,0.0001982083638300923
84143,85727,88714,0.020316312728950844,9.9671626016135e-05
82363,85727,89642,0.020316585944458912,0.00022914230310393444
44816,51576,45556,0.020317836679011388,0.0001413312980642988
7083,13847,14879,0.020320482612673076,0.00020690876866230132
94376,104060,102422,0.020324746369686512,0.0002102225093748978
50371,57363,52727,0.020325220763535528,0.00010868826827238327
77233,77516,79882,0.020325932250760573,0.00014928972731773708
37504,39953,42570,0.020326153932751514,0.00023613929045049884
83895,84380,86414,0.02032635323290066,0.0002279344970599694
86742,88048,91117,0.020327452781306706,0.00010821254360962331
45860,47508,48455,0.020327858749104966,0.00017094386498154763
61084,66657,68933,0.020328157230862023,0.0001876678068856507
34481,38827,36377,0.02033079533935627,0.00020297072329062346
8645,9487,12706,0.020332575555605827,0.00010861778032798102
88048,93683,92041,0.020333207220185844,0.000145734804548645
30122,35264,37677,0.020334306242919865,0.00010543340053565601
17702,18614,24608,0.020334569559395298,0.0002136600302351447
81266,88714,85927,0.020336294009017528,0.00020428176002014407
25606,30122,34444,0.020337003705817387,0.00015425930721703264
31685,32768,37229,0.0203391828171815,0.00019275862585639648
22449,22797,32362,0.02034020492445364,0.00029103284767638773
82545,86670,90496,0.020341881329857092,0.0001601605739820573
8832,17702,13209,0.020342849285663645,0.00019183691308212694
85258,86670,90185,0.020343601978618918,0.00015702382711480043
10064,14668,18532,0.02034364146669459,0.00013879022428636782
20455,23015,25428,0.020344213157861977,0.00011899166558524363
41704,44471,48319,0.02034435756731227,8.606926046606394e-05
68895,73334,75177,0.020344703990202495,0.00012913205093682213
39953,41037,44816,0.020344950914729758,9.903810072870582e-05
107556,113136,112961,0.020345082404769572,0.00011317470765581383
35550,37740,43109,0.020345886982464877,0.00021418336619832937
30343,37826,31681,0.020347193668790408,0.00013716846656206417
77634,85927,84143,0.020349753801878784,0.00014394490255239826
32759,43023,33856,0.02035046685505142,0.00024592762378221095
47854,51986,55425,0.020351211555991285,9.568937092956698e-05
78265,85792,80112,0.020351245167000157,0.00028437077534183646
21421,26311,22797,0.020351308066544428,0.0001494201407109135
746,4436,4427,0.020353611514148877,0.0001728564133327161
31685,37819,35904,0.020353660853495003,9.661900147538063e-05
84379,86974,86414,0.02035518321631422,0.00014771659955786426
30277,30324,33856,0.02035622987424732,8.950844611045371e-05
45556,51986,53253,0.02035977217383937,9.077023593306451e-05
54872,63608,54879,0.020361006859363436,0.0002536920263743785
37229,42570,44816,0.02036158397163905,0.00020011734724587933
18724,22549,26207,0.020361720682247352,0.0001505213994265226
38827,44511,45556,0.020362859731107012,7.989947981631384e-05
83081,88635,84143,0.020365151132389285,0.00021034054880204932
27628,35264,35904,0.020368075092232648,0.00013469601136031654
36377,42913,44511,0.020371036577807818,0.00010938459996466915
20889,24436,25281,0.020371513487212164,0.0002657069377640924
75177,80763,78933,0.02037294431006878,0.00012029354560173813
30277,37819,35904,0.02037320170924021,0.00010111699054350112
85696,86228,93085,0.02037363810414103,0.00023917114257209507
37819,42570,46651,0.02037487600558575,0.0001230685753746447
27628,28328,34444,0.020374882989572463,0.00015047868739191293
8886,14668,9598,0.020375313723669658,0.00023117622635546658
41037,47854,42570,0.020376452617661443,0.00010552291682520439
88794,90139,97365,0.02037672519082641,0.00018411483100457202
20042,27654,27288,0.02037705942323547,0.00023652636953108713
17499,18907,20455,0.02037713800125978,0.00010735626747450486
27072,32759,33152,0.020377183561618186,0.00010942134214149512
37229,39953,43023,0.020377915354875674,0.00017823204962533022
65109,68895,73714,0.02037804313987203,0.00016726953489608343
71683,71860,76297,0.020378230332178893,0.00013135858671023013
31592,32759,38414,0.020378336519685833,0.0001907035280857374
60823,68933,65109,0.020379809887826693,0.00014749071215384256
42911,51624,49583,0.020379865475487837,0.00021222778481280714
97365,102488,104732,0.020380922911548305,0.00016529904929549462
27072,33856,27288,0.020381532624229835,0.00014782062511975544
83081,90422,86228,0.020381963700739372,0.00010014093562513978
14879,21393,15474,0.02038236580384157,0.00012860006945993117
71681,71860,76297,0.02038258327264555,0.00013144497147468996
9640,14576,13531,0.020383504848557443,8.083659500610074e-05
102395,103227,112122,0.020384747847059823,0.0001816536552268588
22549,23875,26207,0.020385349915956877,9.274567580195519e-05
25985,34444,28103,0.020386374701245512,0.0001772542263870667
27321,27628,31685,0.02038697676097064,8.682934547950627e-05
46651,48774,52727,0.020387225641578573,9.642609716697996e-05
3179,7607,8886,0.020388108731408724,8.63871341788885e-05
85696,95347,90422,0.020389079876829485,0.0001385133581945787
25859,31592,33152,0.02039056774387169,0.0001637668717744395
33856,37819,38170,0.020392188961609138,8.229720035448509e-05
42913,51986,50191,0.02039262144439942,0.00013216578844385857
104060,111169,109492,0.020392642081321532,0.0001084967668225667
75264,82396,82729,0.020393912492905508,0.00012599989036543723
45941,51576,46651,0.020395151384662306,0.00014992466648384008
45238,52419,45941,0.02039515147119099,8.748090343017177e-05
106278,106985,109427,0.020395460096771276,0.00015992118584436915
95947,97804,98337,0.020395942666468707,0.0002058653066855806
46651,46701,50191,0.02039704400438461,0.00010566887760417602
93864,95168,100345,0.020398814271357996,0.00013376735805775377
88048,90496,89962,0.020399484116494535,0.00015034114427129694
22549,25336,30343,0.020400438523388846,0.00022149949375710633
75264,76600,80112,0.020400515350553188,0.0001440460235154982
22797,26549,26207,0.020401610615949667,8.017010735644847e-05
89962,91117,97804,0.020403064562118635,0.0001758533739296326
44511,50371,46651,0.020403773777539207,0.0001476853734609275
43023,45556,46651,0.020403930624816404,0.00011179312117485116
84012,84970,90496,0.020404742306521798,0.00012642931448073562
27321,33579,35904,0.020404820751889752,0.00025395787579530007
76297,78265,81266,0.020404894072274714,0.00011053116771537841
42536,50954,44511,0.020405917847518266,0.00023936315541154938
78265,87261,82514,0.020406691721625562,0.00018274153339056413
31685,32768,37677,0.02040747352835729,0.00017225555733771437
72370,81065,74395,0.02040806027178757,0.0002582584535655193
17499,20889,18614,0.020409874107969468,0.00010157972803527592
87833,92420,95947,0.020410556333623722,0.0002365358424019873
43783,50371,44511,0.020410565775462047,0.00010223565930218767
25606,32759,35904,0.02041062007216039,0.0002191238122352992
32607,32768,38414,0.020411725224587063,0.00015316146531881857
23767,28360,33018,0.020412323512926586,0.00014095247074429843
52727,59747,60823,0.020413228059417504,0.00010165097563279128
66657,68282,75264,0.020413564666940526,0.00011330000437422459
73273,78401,80112,0.020415043327335926,0.00020571059463572814
68933,71908,71860,0.020416116582199398,0.0002243812108233778
86742,88771,95501,0.020416193380494916,0.00019221963198265966
80816,81693,87808,0.020417201479904355,0.0001660920631324364
77516,80112,79593,0.020417249201375217,0.0001823582599875599
81266,88714,86670,0.02041875479175556,0.00020821511304087236
21594,24436,26207,0.02041881969523246,0.00021416700027722613
25606,27628,28103,0.020419380531787153,0.00013810438329598504
41037,44511,42828,0.02041977389427662,0.00018850561196601318
26451,33018,36850,0.0204202435197981,0.00022338568815869012
18614,18907,20205,0.020420966822989425,0.00024225165314487027
99848,103413,102422,0.020421602078224358,0.0001277903950590641
60823,66657,68245,0.020424401171834403,9.933974929557844e-05
8102,8645,14879,0.02042501488222598,0.00022414957465429104
85696,85727,88714,0.02042657252338516,0.0001521103240959183
25985,35264,27288,0.020426608142659074,0.00030663965336455776
42913,46651,50191,0.020427897637062566,0.00012147077846717221
24305,25606,27989,0.02042835178830711,0.0002608290952800741
38414,48002,46701,0.020428582741057185,0.00024822416152328543
78265,86228,78933,0.020428840457958185,0.0002672369908222912
50191,56561,52419,0.02043088159041081,0.0001919487585053237
18246,18724,20885,0.020430940907730816,0.00012873604584429687
59196,59316,61622,0.020431323841637268,0.0002577685828556637
71908,74376,78384,0.020431814487005005,0.0002205617730319643
23453,30343,24608,0.020432526410082346,0.00023689847613873188
27072,30122,37677,0.020432912326005123,0.00020671837794469154
21421,22549,26207,0.020433763377491507,8.958583805501763e-05
95947,98110,104732,0.020433790889815322,0.00014803373141386553
71352,73807,76470,0.020434067116665074,0.00013722812581013456
25336,25930,31681,0.020437132633042858,0.0001717332095091071
30277,32349,34444,0.020437921358862507,9.958517352677193e-05
23685,32349,27288,0.02043800352916933,0.00015994909667960036
109074,110960,112440,0.020440561297835582,0.00021738264592787948
30438,32607,36377,0.020441276387553175,0.00011775980176845512
86414,91262,87585,0.020443399739416876,0.00011421212027101794
23453,30343,27673,0.020443613363081675,0.00017831007528232095
27288,30277,30324,0.020444230292473886,0.00012575895610554392
94779,102488,102098,0.02044435268659719,0.0001718461523206753
60823,62434,65109,0.02044496158538124,0.00015834515243120343
89937,99675,97433,0.02044630953238288,0.0002474416475451742
65936,67472,72622,0.02044631975550138,0.00029490638251402935
25606,30324,30867,0.02044756620604376,0.00011976075857983365
20455,25281,25336,0.020448626874959942,0.0001811167021106818
5447,7097,8903,0.02044999921148819,0.00013906141124526302
20205,23875,26241,0.020450658555031073,0.0002436452985920872
24305,27366,27989,0.020450694161447923,0.00018389499637556258
48319,57399,54061,0.020450965237703962,0.00012518123473835541
65109,74376,68933,0.020451219285848976,0.00015988949587485864
106278,110395,112029,0.020453367681582332,0.00015734972172760876
94779,100453,104887,0.02045407155028279,0.00017837084109370322
82514,86670,90496,0.020456479885880917,0.00016212111820452087
68282,71908,71860,0.02045672184652456,0.00013988921168819
20885,26727,22797,0.020457843163198743,0.00017372627683398637
85927,95347,90422,0.02045790748780666,0.00013419337900905505
38170,39429,44511,0.020459815320510114,0.00019195530761866497
42570,45941,51986,0.020460545799513875,0.00011687307552068163
94779,98110,99848,0.02046069563104997,0.0001154399082149101
41037,48002,42570,0.02046193710183179,0.00012347870972498912
24436,25985,26207,0.020462179158653872,0.00021117211819661176
23453,30343,28380,0.020462199366848097,0.000172709736339516
22797,26311,27288,0.020464742223632915,0.0001345796680566873
56343,59747,60823,0.020465976417752666,0.00022022084060053463
35264,39953,37677,0.020468632902952134,0.00011319397108437511
22449,27288,26549,0.020472043613508177,0.0001828004955576262
20205,22797,25336,0.020472096847670207,0.00011403809646642681
78104,85927,78401,0.02047285256425006,0.0001923949673850537
86263,89642,89341,0.02047341061308506,0.0001523611708815956
44511,48002,51232,0.020475235578447087,0.00012201528753946511
15863,17529,24608,0.020475875242382882,0.00012179044582111182
71860,71908,75141,0.02047622479188377,0.00017590692922405564
42515,47854,42913,0.02047636376954125,0.00022873639638115975
54539,61281,57399,0.02047690198298228,0.0002248303836476531
71352,74946,74376,0.02047782411058226,0.00020804928210962665
33977,35264,38170,0.02047997491031758,8.523334659291805e-05
77233,84345,80816,0.020480449348409712,0.0001314329676247949
84012,92855,93085,0.020480504914202214,0.000240148040627952
78401,80763,79882,0.02048063167287151,0.00015065973873657458
31685,36377,33579,0.0204812005430059,9.490121942619583e-05
24608,26451,27673,0.02048127673087948,0.000180890793215542
18246,18724,20894,0.02048168236732132,0.00012955706153027795
93864,95347,101772,0.020481792877409966,0.00018756785093902468
20885,25428,26451,0.02048181651564429,0.00011932428352574667
81833,90139,83207,0.020483069654107046,0.00021598179859655145
48774,56561,51986,0.02048331769895738,0.00010245758834478595
1067,112440,112158,0.02048462159779778,0.00020270514162238132
50191,51986,56343,0.020484741217889634,0.0001338391509482175
86263,86670,88048,0.020485564587478702,0.00025328231129535453
17448,17702,23767,0.02048697026368394,0.00016803667700177144
78933,85696,82514,0.020487503259393344,0.00018225432623051528
82545,86670,84970,0.020487781885217802,8.999783420567788e-05
48002,52419,50191,0.02048817343959221,0.00018656931187643812
38827,45238,47854,0.020488617485059032,0.00012254079017384677
14668,17499,18614,0.020488674230342695,0.00013711562797845663
23685,27288,26549,0.020490494232416473,0.00013118051501865267
48455,50583,50801,0.020490623522256647,0.00014148762631291387
33856,38827,37819,0.020490694925325337,0.00019566300694311682
45688,50372,53910,0.02049275264314647,0.0001839409429962199
76276,81377,77233,0.020493580925935898,0.00026402301719439874
34481,41312,39953,0.020494781034802442,0.00017420529486264984
21594,24674,26207,0.020495471249190416,0.00021129620912408112
15863,18532,23453,0.020495670563868477,0.00011229225060489941
101958,103413,104732,0.020495860726608424,0.00017901682055291462
37819,42536,38170,0.02049754510989703,0.00023313059848192167
51624,53229,55219,0.020497606068797462,0.00022998487795111307
85267,86929,89642,0.020498057196347244,0.00022899028600921226
30343,35550,36850,0.020498546654676347,0.00010750014418846776
23685,26634,27654,0.020500473159946197,8.460386779961528e-05
79664,85258,85927,0.02050155604118732,0.0002270169490520466
46853,50335,48455,0.02050178105000742,0.00026867231330638265
33856,36377,37677,0.02050361518926809,9.797528089860789e-05
85927,93683,86228,0.020504040049918612,0.0002456114012650485
20894,25428,26451,0.020504175441448228,0.00011984628422265876
36046,44127,44248,0.020504412372079575,0.00022973667677705283
93194,95947,100453,0.020505581908284286,0.00011515953514695735
65109,74395,71352,0.02050922449240476,0.00017092085649154828
29655,37279,35350,0.0205114973869188,0.00019288583539795367
65936,71860,75141,0.02051166220977119,0.00013203709313585967
42913,52419,44511,0.02051188388544771,0.00014714646400755814
43783,51986,50191,0.020512404534048005,0.0001561172149396379
98337,104732,104887,0.020514742292112555,0.00018412865843902328
26549,31592,27288,0.020515386211995428,0.0001363204334537209
12706,15900,17499,0.020515951739716955,0.00017950360976158432
85696,90422,88635,0.020516130584509823,9.38061025215379e-05
84012,87261,88635,0.020516138797784488,0.0001652849670308785
73714,76600,74785,0.02051708345009972,0.00013470066805207272
65936,66657,68895,0.02052033390628962,0.00019822953981119568
19747,25606,20042,0.020520382587810925,0.00020400745770658102
32607,41312,38827,0.02052089363539489,8.279553577246912e-05
80170,81833,84380,0.020521511266612495,0.00015522232690624998
32768,37819,42828,0.02052185307358057,0.00019767087228386357
85927,93864,90496,0.02052331190385868,0.0001419302247346964
68282,73273,76470,0.020523814603550117,0.0001822653148567343
78104,87261,80763,0.0205255859131707,0.00018470972393668032
33018,36188,36046,0.02052674213191366,0.00020377388017972094
8796,8832,12706,0.02052713895204453,0.00023017116655930635
82363,88714,87073,0.020527599123769186,0.00012974675479917106
68002,75264,77634,0.020528519128998945,0.00017901136370166777
30438,33579,35904,0.02052893502199181,0.00022304781086197897
73807,75141,83081,0.020531414311201278,0.00015826058768974829
73334,80112,78933,0.020531684938471417,0.00021464319480472244
95947,97165,100453,0.02053248054780598,0.00010994616546457816
7097,9487,12706,0.020532710555009593,0.00013443861811958643
50191,51232,55425,0.020534186653880945,0.00010758018227082046
80112,85792,86228,0.020538261063230877,0.0002339695591691476
109427,110960,112440,0.02053866892157416,0.00017395842785472782
57363,63613,60823,0.0205401755817334,0.00014450381887653611
88714,93864,89642,0.020541063398821287,0.0001730183405904647
30277,38827,32759,0.020541757580661808,0.00021663255503349542
2072,5348,10602,0.02054189964521132,0.0001202972021936602
13701,15900,18724,0.020542937268211804,0.00020104750446790009
18543,27288,27366,0.02054391414786017,0.0002493971348788981
60260,68245,65936,0.0205449363769313,0.0001961884148455618
18907,22797,26207,0.020547919058612137,0.00014941005645581972
23875,26634,27072,0.02054799873928983,0.00024106740762752424
93194,100453,102488,0.020551436280118733,0.00015463591646363773
75264,80112,78820,0.020551933343553236,0.0002139213908319361
87261,95347,88635,0.020552154206812393,0.00013011481524684455
45080,48002,50191,0.020552460459875483,0.00016830733112397194
